row_ID,final_price
35000,1422.0172
35001,5524.6836
35002,2934.8242
35003,644.66754
35004,4261.5845
35005,5154.899
35006,3899.0508
35007,3123.0337
35008,3475.977
35009,5620.316
35010,3213.1309
35011,5276.2705
35012,1791.1768
35013,2437.0137
35014,9170.055
35015,15414.83
35016,5832.033
35017,2633.1663
35018,13469.643
35019,2665.3364
35020,1631.6084
35021,7977.056
35022,3734.5952
35023,6225.385
35024,1213.9146
35025,2380.587
35026,5137.28
35027,4461.5
35028,594.8315
35029,25334.797
35030,1549.9498
35031,2010.1211
35032,14364.49
35033,7039.79
35034,4787.36
35035,12077.217
35036,6695.282
35037,4737.6973
35038,3096.9534
35039,8975.536
35040,1392.5536
35041,7158.88
35042,3809.8613
35043,3919.6316
35044,2816.3613
35045,2383.502
35046,3011.913
35047,5069.8066
35048,3507.6343
35049,6440.8257
35050,2008.7769
35051,13118.272
35052,4278.33
35053,4759.0127
35054,4078.9316
35055,1442.9241
35056,1618.95
35057,325.20367
35058,1010.075
35059,5996.203
35060,594.98517
35061,4951.5884
35062,2775.6436
35063,8981.203
35064,1785.8204
35065,13343.906
35066,6433.0215
35067,560.39575
35068,1770.8374
35069,3877.0112
35070,1970.505
35071,5326.73
35072,1483.055
35073,13373.336
35074,5435.5796
35075,8294.886
35076,4000.9146
35077,6482.2363
35078,14362.145
35079,1127.0244
35080,3756.5613
35081,5088.461
35082,3402.6519
35083,3884.6477
35084,3440.7056
35085,3472.719
35086,3944.5984
35087,12655.105
35088,4323.278
35089,3491.9336
35090,917.3388
35091,3031.084
35092,1010.075
35093,13940.65
35094,1393.4182
35095,6231.372
35096,4395.881
35097,6249.9707
35098,3659.3726
35099,4358.099
35100,4023.8901
35101,6449.3223
35102,11875.2295
35103,1842.8176
35104,4902.6377
35105,6981.532
35106,6220.183
35107,4885.866
35108,5088.3516
35109,3854.823
35110,15191.939
35111,2663.985
35112,6135.357
35113,2065.5469
35114,5060.3965
35115,3828.607
35116,2692.8843
35117,8254.867
35118,1205.085
35119,10575.312
35120,6228.6875
35121,3423.2478
35122,1972.5653
35123,4625.0317
35124,5043.078
35125,2540.367
35126,3848.851
35127,6493.8477
35128,6682.0625
35129,15213.663
35130,3993.617
35131,1123.0067
35132,3579.6372
35133,2212.5474
35134,2500.4783
35135,7225.692
35136,1402.6533
35137,3188.4678
35138,3984.0664
35139,4185.2827
35140,2405.6855
35141,8884.757
35142,4760.836
35143,10542.939
35144,3044.5537
35145,2709.1033
35146,8239.153
35147,2474.1116
35148,4246.414
35149,3789.207
35150,7641.3604
35151,3125.812
35152,475.6896
35153,2262.8062
35154,6690.796
35155,325.20367
35156,4071.5383
35157,5217.6055
35158,2186.3953
35159,6145.512
35160,2000.3518
35161,5147.4614
35162,3808.4893
35163,1532.4932
35164,2918.9146
35165,8604.4375
35166,6778.3857
35167,4593.247
35168,5388.549
35169,2612.497
35170,2749.4033
35171,6470.0166
35172,5986.4673
35173,1705.6504
35174,2579.6711
35175,4330.69
35176,7544.169
35177,4548.423
35178,9902.792
35179,3667.5112
35180,2568.9849
35181,5310.7305
35182,7320.366
35183,8318.797
35184,4421.576
35185,2322.7014
35186,3544.4663
35187,5287.8013
35188,7813.4634
35189,2862.0894
35190,1781.9315
35191,734.16626
35192,5816.8027
35193,6580.2866
35194,8998.708
35195,8989.768
35196,4160.281
35197,3574.2622
35198,5480.567
35199,5624.6206
35200,1812.575
35201,8624.502
35202,7210.5654
35203,2195.0564
35204,4734.123
35205,2653.0676
35206,4069.6497
35207,4879.046
35208,7546.926
35209,6760.4404
35210,12885.213
35211,1049.8182
35212,1737.4258
35213,18137.172
35214,5436.379
35215,1383.529
35216,9380.316
35217,3562.3853
35218,16725.953
35219,4065.6633
35220,7743.7705
35221,9652.024
35222,16168.807
35223,4607.6724
35224,5659.4155
35225,3595.038
35226,15865.355
35227,7284.4707
35228,4865.787
35229,2114.3445
35230,5833.4697
35231,3745.2603
35232,6838.7627
35233,2065.8835
35234,5391.681
35235,8553.193
35236,6306.7495
35237,994.09644
35238,3832.8418
35239,2120.109
35240,1371.3762
35241,10170.387
35242,12796.432
35243,6551.3096
35244,3967.9265
35245,1631.3374
35246,4239.422
35247,13062.928
35248,5468.3047
35249,3587.4712
35250,2312.0068
35251,18191.057
35252,5320.195
