row_ID,final_price
35000,2802.52
35001,5740.1865
35002,5557.9966
35003,664.9214
35004,4789.923
35005,4575.621
35006,3908.9949
35007,3984.2886
35008,3221.9573
35009,6679.8584
35010,3201.7769
35011,5114.0815
35012,4107.38
35013,284.91882
35014,10965.727
35015,13930.362
35016,5609.5186
35017,494.6574
35018,13049.6045
35019,2730.1821
35020,239.91106
35021,7711.1445
35022,14570.154
35023,7249.878
35024,7804.083
35025,2307.832
35026,4628.258
35027,4761.4517
35028,583.02167
35029,29175.32
35030,8582.973
35031,3099.7124
35032,13502.498
35033,7771.3545
35034,4490.8516
35035,11902.505
35036,6507.075
35037,4422.674
35038,3043.973
35039,10764.428
35040,2171.1863
35041,5953.4756
35042,3653.8044
35043,4028.0227
35044,1853.637
35045,2537.8083
35046,2943.9756
35047,4872.8975
35048,6394.3057
35049,6259.3384
35050,2893.682
35051,12234.832
35052,2513.9897
35053,5491.248
35054,1482.7803
35055,365.19342
35056,3536.4087
35057,275.67578
35058,292.04477
35059,5697.667
35060,798.7579
35061,4395.704
35062,3060.3672
35063,14091.176
35064,71.052864
35065,13812.146
35066,6116.5024
35067,3942.109
35068,984.5251
35069,4070.2334
35070,6505.4263
35071,5420.5303
35072,1128.1823
35073,15876.442
35074,5646.664
35075,7875.0186
35076,4691.237
35077,6614.003
35078,18846.441
35079,313.54123
35080,3416.6802
35081,6273.45
35082,3000.2944
35083,3857.057
35084,3670.2925
35085,3714.529
35086,3558.3018
35087,13191.966
35088,3560.6387
35089,3771.2278
35090,3179.2742
35091,2024.5947
35092,292.04477
35093,13620.555
35094,1601.4746
35095,6418.6846
35096,4865.357
35097,6449.0713
35098,2543.153
35099,4712.752
35100,5830.074
35101,7282.9854
35102,11659.791
35103,55.759495
35104,3219.2632
35105,8019.14
35106,6606.5776
35107,4475.5376
35108,4956.635
35109,5575.9717
35110,15526.895
35111,2427.1162
35112,6210.2134
35113,382.56607
35114,4280.919
35115,4016.529
35116,4088.4775
35117,8872.389
35118,2024.3226
35119,10481.648
35120,5889.703
35121,3442.8354
35122,3686.1707
35123,4705.248
35124,4893.034
35125,2679.0376
35126,3197.31
35127,6933.4067
35128,6596.0186
35129,15237.43
35130,3816.3232
35131,846.5
35132,3404.5913
35133,2795.0317
35134,4536.0747
35135,6026.62
35136,60.51616
35137,519.6582
35138,3073.9736
35139,1726.0073
35140,5542.0273
35141,10059.789
35142,4438.729
35143,12160.766
35144,1299.1699
35145,2860.9834
35146,8533.461
35147,2259.7869
35148,3164.9302
35149,3239.3862
35150,6242.297
35151,3092.4358
35152,108.44484
35153,2272.171
35154,5645.934
35155,275.67578
35156,4178.0044
35157,5253.502
35158,2057.2808
35159,6145.706
35160,2818.3147
35161,4590.5205
35162,6183.6587
35163,2296.6167
35164,2965.771
35165,8408.677
35166,7067.625
35167,4239.754
35168,5711.796
35169,2603.874
35170,2142.302
35171,5770.681
35172,5747.2793
35173,6955.961
35174,3387.7234
35175,4628.5576
35176,7137.7583
35177,4181.576
35178,11674.945
35179,4101.7383
35180,2654.6357
35181,5314.4746
35182,7845.582
35183,9332.346
35184,3778.272
35185,2441.6123
35186,4623.8613
35187,3091.208
35188,7340.4043
35189,2709.0586
35190,3753.1848
35191,1004.79144
35192,5654.552
35193,5840.6006
35194,9861.38
35195,9705.143
35196,4060.4868
35197,3536.2349
35198,3706.1733
35199,4662.419
35200,1984.1763
35201,12938.74
35202,7294.62
35203,3169.9724
35204,5307.7466
35205,2477.5598
35206,130.37767
35207,4027.8442
35208,7320.338
35209,3358.087
35210,12344.487
35211,2759.5151
35212,3832.4749
35213,21911.857
35214,5907.1035
35215,2427.2021
35216,9696.604
35217,957.46704
35218,18040.8
35219,3154.8574
35220,8553.975
35221,9638.49
35222,19521.852
35223,4685.7764
35224,7679.9834
35225,2368.6482
35226,14900.717
35227,6808.5493
35228,5161.074
35229,133.601
35230,6428.0693
35231,3816.789
35232,5593.452
35233,3246.578
35234,6799.607
35235,8021.582
35236,6224.259
35237,1085.7378
35238,3230.476
35239,586.4454
35240,11281.16
35241,10879.548
35242,15411.569
35243,6229.3477
35244,5830.074
35245,3318.96
35246,4761.5674
35247,12969.485
35248,9016.639
35249,3631.5981
35250,4218.411
35251,25545.375
35252,5420.4556
35253,3359.4956
35254,2049.5657
35255,4108.933
35256,16793.14
35257,1325.8386
35258,1552.92
35259,1190.4496
35260,1793.7013
35261,2659.431
35262,192.4931
35263,13640.636
35264,2252.7935
35265,3373.1943
35266,5962.2812
35267,2946.517
35268,277.97195
35269,2505.7754
35270,4375.8105
35271,4826.325
35272,8268.249
35273,862.8594
35274,13725.291
35275,2374.9902
35276,10102.19
35277,1663.1322
35278,2774.3267
35279,29.685375
35280,6742.5757
35281,3125.732
35282,2149.3252
35283,8263.682
35284,350.3037
35285,5719.061
35286,6547.754
35287,6456.417
35288,706.2345
35289,8619.636
35290,9757.865
35291,4457.6416
35292,1518.8442
35293,3547.916
35294,4833.9424
35295,586.4762
35296,4173.493
35297,5216.5815
35298,5063.744
35299,5483.1885
35300,5371.0376
35301,2836.0957
35302,3728.8438
35303,3255.7673
35304,5420.212
35305,16120.227
35306,210.75505
35307,5312.5137
35308,5597.835
35309,7550.3364
35310,6109.71
35311,6770.2754
35312,5597.418
35313,4421.1924
35314,3259.8167
35315,3789.9712
35316,3326.4512
35317,4224.5273
35318,3651.3816
35319,5745.9697
35320,3760.2427
35321,82.642166
35322,2796.6978
35323,3714.954
35324,1190.4496
35325,7642.3096
35326,10395.203
35327,5560.8105
35328,3782.98
35329,2852.6416
35330,4327.551
35331,4044.8916
35332,69.04515
35333,3081.6152
35334,2892.9653
35335,105.31503
35336,249.6796
35337,6121.4414
35338,6379.139
35339,2713.483
35340,6930.054
35341,4068.9924
35342,6615.336
35343,107.54183
35344,3615.2344
35345,560.4358
35346,1158.3221
35347,9724.805
35348,2865.7163
35349,1027.0262
35350,3996.7554
35351,4799.2764
35352,5504.9365
35353,1396.0518
35354,3217.5642
35355,2557.5688
35356,3437.2773
35357,2242.5698
35358,3626.672
35359,5843.823
35360,11131.885
35361,13521.753
35362,5893.4854
35363,8148.452
35364,6690.658
35365,1169.7683
35366,3810.7393
35367,5523.5605
35368,2218.8967
35369,5382.442
35370,6528.226
35371,3273.8325
35372,20850.867
35373,4002.554
35374,9778.477
35375,3022.7505
35376,17866.883
35377,5409.4697
35378,2035.0222
35379,1489.7932
35380,13173.1
35381,5374.2637
35382,3546.7266
35383,10075.685
35384,4140.5703
35385,3571.2268
35386,2434.4973
35387,10625.635
35388,5041.544
35389,3582.6206
35390,4094.5334
35391,3000.4778
35392,3913.4075
35393,5864.699
35394,18273.125
35395,5504.674
35396,624.8795
35397,632.5414
35398,3542.6675
35399,5611.8057
35400,2061.7656
35401,3369.4856
35402,12912.816
35403,1847.3247
35404,5653.633
35405,4617.774
35406,3001.455
35407,4809.246
35408,6094.839
35409,4314.3604
35410,9744.982
35411,6226.283
35412,1872.0161
35413,3997.998
35414,1981.0969
35415,15788.258
35416,9464.012
35417,5389.0576
35418,4965.0
35419,14367.523
35420,150.33173
35421,6051.441
35422,4853.708
35423,3561.9329
35424,5092.7715
35425,15721.607
35426,5944.9355
35427,66.399284
35428,5128.298
35429,2861.3452
35430,6985.7227
35431,3081.6152
35432,2000.4197
35433,2445.102
35434,8533.293
35435,6271.145
35436,111.36624
35437,6291.901
35438,6170.4355
35439,3081.6152
35440,361.31836
35441,3081.6152
35442,11581.801
35443,3928.7168
35444,8645.375
35445,7942.718
35446,15147.74
35447,4273.109
35448,1726.0073
35449,1638.1823
35450,1601.5554
35451,1334.5989
35452,1274.9243
35453,4072.8174
35454,274.5592
35455,5941.505
35456,3889.451
35457,3185.2236
35458,5496.886
35459,3708.5784
35460,6281.152
35461,8129.2163
35462,9215.672
35463,751.4386
35464,2157.6685
35465,7804.083
35466,2461.2117
35467,55.812378
35468,275.67578
35469,1680.3303
35470,5357.741
35471,3731.3281
35472,4515.2305
35473,4603.1064
35474,4819.193
35475,8504.232
35476,4171.681
35477,6215.708
35478,3369.4856
35479,5352.009
35480,4146.446
35481,4528.707
35482,15624.242
35483,6920.891
35484,19105.016
35485,2796.6655
35486,5121.0254
35487,3651.1997
35488,13691.47
35489,3467.8176
35490,1037.1345
35491,5623.192
35492,4929.081
35493,22149.031
35494,11319.297
35495,447.85907
35496,2128.019
35497,1353.4218
35498,9205.758
35499,1534.4631
35500,5237.493
35501,4082.8403
35502,19635.537
35503,5334.994
35504,4410.354
35505,6018.161
35506,313.94876
35507,8927.644
35508,7531.919
35509,6131.8574
35510,12156.615
35511,7215.226
35512,10292.994
35513,178.88115
35514,4966.4185
35515,4948.4165
35516,11676.558
35517,5238.8223
35518,9722.781
35519,6717.037
35520,2952.9287
35521,3046.642
35522,5772.7754
35523,10359.673
35524,5861.8354
35525,4051.4028
35526,4502.768
35527,5742.921
35528,6808.5493
35529,8572.41
35530,1072.6683
35531,9518.444
35532,4499.422
35533,7675.0303
35534,292.04477
35535,2743.599
35536,7939.0234
35537,2746.5186
35538,7459.9307
35539,1317.0292
35540,6956.6865
35541,6024.7812
35542,11787.702
35543,9108.775
35544,3368.0361
35545,7860.6797
35546,6628.1416
35547,8492.781
35548,6580.682
35549,847.0471
35550,3452.1995
35551,3179.2742
35552,621.4513
35553,4750.0093
35554,7520.741
35555,4510.4014
35556,2606.9683
35557,20480.64
35558,11963.371
35559,5717.54
35560,3336.3958
35561,4532.14
35562,3455.504
35563,10536.302
35564,11981.535
35565,3465.6663
35566,11376.684
35567,3127.1523
35568,2129.867
35569,8582.973
35570,2712.3965
35571,2833.524
35572,6103.124
35573,3464.5234
35574,5859.95
35575,2924.9724
35576,4590.741
35577,9207.57
35578,13142.0
35579,6215.996
35580,118.07785
35581,6194.5938
35582,4994.0586
35583,13944.535
35584,4180.0596
35585,7370.4575
35586,1374.9277
35587,3517.632
35588,13428.48
35589,267.45703
35590,5419.5225
35591,12648.475
35592,15763.467
35593,5525.002
35594,5782.6875
35595,2266.7573
35596,5806.0747
35597,3650.8464
35598,11837.93
35599,5070.0044
35600,98.26779
35601,3505.1367
35602,3253.4563
35603,86.789474
35604,40759.82
35605,3228.583
35606,4878.3467
35607,13074.898
35608,1895.101
35609,5327.6104
35610,13742.612
35611,2877.4478
35612,2351.352
35613,3819.209
35614,7011.8154
35615,6644.575
35616,14407.468
35617,138.98355
35618,169.08968
35619,147.79904
35620,5885.3994
35621,6213.5947
35622,9350.338
35623,24969.223
35624,4023.7625
35625,184.77057
35626,20987.08
35627,9501.396
35628,7892.53
35629,4037.958
35630,4188.715
35631,4246.7764
35632,3336.1045
35633,10827.661
35634,221.65909
35635,2416.7515
35636,14231.861
35637,2344.241
35638,1353.4218
35639,1609.7854
35640,14031.174
35641,7313.5537
35642,7700.789
35643,10040.094
35644,5299.721
35645,4018.7754
35646,8639.413
35647,9504.113
35648,322.27203
35649,3619.8599
35650,4024.5781
35651,5812.6226
35652,2228.6157
35653,2947.8582
35654,4881.1514
35655,9995.578
35656,8125.6016
35657,1388.3492
35658,355.81018
35659,4510.249
35660,6746.6475
35661,8117.6343
35662,2403.1885
35663,2446.732
35664,5350.7617
35665,11933.335
35666,3065.5552
35667,146.00795
35668,8211.009
35669,4952.5127
35670,4727.02
35671,5106.0137
35672,31302.729
35673,2477.4402
35674,1726.0073
35675,2577.3008
35676,2723.885
35677,5154.01
35678,7529.0225
35679,958.14
35680,4014.628
35681,237.41429
35682,7338.6533
35683,6757.633
35684,1593.5908
35685,3846.1655
35686,12508.168
35687,5000.283
35688,2879.3706
35689,10761.125
35690,5789.2617
35691,5117.595
35692,9924.776
35693,896.81396
35694,13597.881
35695,8766.712
35696,19177.184
35697,5908.2
35698,18939.834
35699,3642.3503
35700,930.0895
35701,4113.2104
35702,1743.9072
35703,11012.575
35704,4782.936
35705,6076.3564
35706,7272.955
35707,7308.667
35708,849.9875
35709,3121.2153
35710,6869.6934
35711,3414.3364
35712,5031.286
35713,1823.5586
35714,5789.8374
35715,14533.895
35716,4682.593
35717,7341.8887
35718,4586.3525
35719,6045.414
35720,280.3308
35721,11916.291
35722,2202.528
35723,3807.3545
35724,8056.323
35725,595.9326
35726,4774.8027
35727,8418.361
35728,6031.081
35729,990.19385
35730,5421.9185
35731,10466.117
35732,621.4513
35733,6677.286
35734,11065.302
35735,4279.2637
35736,3622.9868
35737,2178.228
35738,519.6582
35739,4603.835
35740,7914.6577
35741,19662.828
35742,8986.203
35743,8242.231
35744,2966.779
35745,2029.0083
35746,4991.878
35747,10324.8545
35748,10100.6
35749,12872.0625
35750,6035.8633
35751,2541.4436
35752,3365.9395
35753,52.10948
35754,8620.651
35755,3888.0388
35756,3084.1445
35757,2303.168
35758,2591.5684
35759,4562.659
35760,3898.6396
35761,8529.988
35762,1079.5867
35763,3474.0356
35764,4774.8027
35765,16359.717
35766,871.8257
35767,267.45703
35768,1133.7815
35769,6507.6426
35770,2559.039
35771,9990.636
35772,3784.7158
35773,270.67712
35774,10608.873
35775,3882.3066
35776,10571.299
35777,12194.528
35778,2392.9001
35779,3071.7305
35780,9875.666
35781,2275.3528
35782,15371.582
35783,2978.0156
35784,5589.8506
35785,6592.7036
35786,6358.1885
35787,8343.193
35788,5373.3076
35789,281.47174
35790,10112.209
35791,6753.4497
35792,11637.1045
35793,3935.9216
35794,13292.561
35795,4784.292
35796,3667.1753
35797,3400.8745
35798,7479.9424
35799,13185.2295
35800,2127.894
35801,4960.008
35802,2869.3228
35803,679.6034
35804,5740.8223
35805,3776.6577
35806,4355.224
35807,5427.6753
35808,3144.992
35809,2481.9534
35810,6898.5293
35811,8351.305
35812,992.51807
35813,2945.1462
35814,16729.994
35815,2686.6484
35816,5042.254
35817,4029.276
35818,5994.4346
35819,442.13507
35820,2822.75
35821,957.46704
35822,4386.6753
35823,3251.7573
35824,11619.729
35825,3409.8252
35826,5322.76
35827,1947.2852
35828,105.31503
35829,4235.389
35830,177.66522
35831,5736.133
35832,3170.651
35833,1494.8888
35834,2890.4346
35835,2619.3208
35836,9853.012
35837,7150.258
35838,10714.068
35839,11419.121
35840,3849.7104
35841,8108.915
35842,6961.509
35843,1872.9415
35844,4038.9292
35845,18549.82
35846,7280.75
35847,3367.028
35848,4991.6562
35849,510.38696
35850,31702.535
35851,14791.117
35852,4551.395
35853,12850.625
35854,6814.4824
35855,3553.2268
35856,4512.784
35857,7696.3755
35858,5092.7715
35859,1959.7313
35860,6165.2676
35861,9929.243
35862,2899.7659
35863,488.74243
35864,107.54183
35865,5421.75
35866,2541.224
35867,4785.546
35868,6128.828
35869,4069.004
35870,868.35785
35871,5947.8994
35872,114.02818
35873,5402.056
35874,3768.6338
35875,5709.25
35876,56.288383
35877,5533.8975
35878,1278.8999
35879,1388.3492
35880,2713.483
35881,4325.331
35882,4871.592
35883,12540.781
35884,17001.977
35885,2026.2572
35886,442.87332
35887,4396.052
35888,12987.217
35889,10498.333
35890,5807.7314
35891,146.2099
35892,4330.9014
35893,12642.467
35894,17468.559
35895,4842.1934
35896,2920.4514
35897,11443.001
35898,5745.249
35899,8252.551
35900,13299.705
35901,11173.791
35902,10997.195
35903,1659.824
35904,5381.6416
35905,284.91882
35906,4794.801
35907,6786.19
35908,4660.0205
35909,168.02066
35910,1919.76
35911,5034.254
35912,6422.712
35913,2195.5198
35914,17354.264
35915,4655.483
35916,8243.852
35917,9214.975
35918,4962.865
35919,1552.92
35920,15061.139
35921,2579.476
35922,7324.332
35923,8345.105
35924,7331.5713
35925,2382.3342
35926,3813.8325
35927,3475.9697
35928,4894.952
35929,4188.075
35930,4889.009
35931,3397.2056
35932,55.812378
35933,4557.9346
35934,2693.7043
35935,2680.2344
35936,2241.8823
35937,6514.5107
35938,2747.3638
35939,4031.3374
35940,10573.18
35941,7748.779
35942,5779.286
35943,6628.675
35944,539.98645
35945,5308.5547
35946,4400.964
35947,3251.0112
35948,3867.9473
35949,6117.0747
35950,3071.1199
35951,14766.1875
35952,522.11475
35953,1765.3157
35954,7721.884
35955,755.0351
35956,1114.7356
35957,2852.563
35958,7260.771
35959,2441.787
35960,4440.9585
35961,5457.381
35962,48.518196
35963,8333.157
35964,2177.0806
35965,3855.3677
35966,7044.9873
35967,2480.8262
35968,2035.1055
35969,55.759495
35970,14918.389
35971,2529.8254
35972,18052.29
35973,3645.8672
35974,5223.5293
35975,4827.76
35976,7070.468
35977,68.34748
35978,8084.034
35979,3581.4946
35980,3724.0374
35981,136.7542
35982,3580.9026
35983,6926.4697
35984,6648.213
35985,15788.258
35986,11932.057
35987,6614.258
35988,5632.071
35989,2801.7837
35990,7018.077
35991,9999.928
35992,11871.818
35993,2252.8638
35994,3487.0166
35995,1226.718
35996,6566.659
35997,560.4358
35998,1239.917
35999,2507.0642
36000,169.46698
36001,4765.5645
36002,4547.6377
36003,3132.4238
36004,21872.441
36005,6871.2397
36006,1346.6757
36007,15519.91
36008,6047.4204
36009,3825.7788
36010,4273.9585
36011,177.03232
36012,105.31503
36013,3329.537
36014,84.781296
36015,3729.9697
36016,3579.8567
36017,4170.074
36018,1536.0195
36019,4776.0146
36020,3110.8535
36021,3382.7476
36022,2873.9082
36023,4885.592
36024,12602.843
36025,6030.9863
36026,70.31261
36027,1894.4026
36028,9443.6875
36029,3381.7642
36030,4314.3604
36031,2943.9756
36032,3008.1313
36033,3481.454
36034,3118.3691
36035,7383.532
36036,5876.702
36037,2480.6558
36038,5987.3916
36039,7306.7837
36040,1826.7236
36041,4688.579
36042,3728.8438
36043,5830.074
36044,11875.997
36045,5121.002
36046,7755.082
36047,5118.8857
36048,5092.7715
36049,1485.8457
36050,4065.6736
36051,243.85039
36052,2817.8486
36053,6221.6104
36054,4406.412
36055,7723.932
36056,3515.4463
36057,4229.0117
36058,7324.0693
36059,14325.332
36060,6636.008
36061,5589.335
36062,89.71474
36063,136.7542
36064,2960.4395
36065,42.262062
36066,4115.919
36067,5361.237
36068,2541.2686
36069,9392.724
36070,3136.5073
36071,2721.0142
36072,3736.4421
36073,6395.888
36074,3467.3882
36075,1760.0164
36076,5470.396
36077,8936.8545
36078,6780.288
36079,4900.093
36080,3944.9888
36081,6273.6133
36082,6362.334
36083,2362.0005
36084,6949.4604
36085,5474.4033
36086,8240.008
36087,5830.074
36088,2715.9128
36089,3150.3188
36090,5323.0117
36091,6981.3213
36092,2818.3147
36093,6613.412
36094,3122.6245
36095,2970.3054
36096,3024.3735
36097,18252.96
36098,14690.433
36099,6277.026
36100,4959.868
36101,5051.122
36102,18435.45
36103,2519.6392
36104,4807.703
36105,8513.957
36106,4121.3203
36107,5993.5864
36108,5910.1797
36109,15010.094
36110,3041.3828
36111,3581.4946
36112,5572.0186
36113,4960.157
36114,4402.373
36115,17901.21
36116,4192.5356
36117,3275.0718
36118,2573.6094
36119,3358.501
36120,8292.75
36121,4437.873
36122,108.44484
36123,3466.3687
36124,284.33475
36125,19818.004
36126,2569.7913
36127,16497.178
36128,14085.654
36129,957.46704
36130,3036.0288
36131,13636.135
36132,115.88432
36133,5693.3154
36134,954.943
36135,484.00653
36136,6026.1465
36137,3042.5322
36138,114.95263
36139,5068.135
36140,217.87543
36141,297.2424
36142,5515.292
36143,4939.332
36144,203.77307
36145,2963.089
36146,5637.823
36147,4184.4536
36148,11728.878
36149,84.781296
36150,5655.741
36151,6233.8486
36152,2959.146
36153,14240.471
36154,7582.994
36155,946.86237
36156,7303.24
36157,3961.0015
36158,4530.5137
36159,810.37714
36160,361.31836
36161,4216.629
36162,7449.8027
36163,5766.29
36164,10792.238
36165,3336.137
36166,1063.9348
36167,14177.147
36168,6626.7573
36169,5223.124
36170,3173.963
36171,4542.913
36172,18975.594
36173,2506.5393
36174,46.7781
36175,2390.1353
36176,3547.916
36177,3139.5298
36178,2312.8389
36179,706.36456
36180,5898.5586
36181,2440.683
36182,4214.8364
36183,3615.3413
36184,13499.47
36185,4383.5264
36186,2975.851
36187,5130.413
36188,41144.145
36189,11744.59
36190,5904.0366
36191,5339.7188
36192,111.36624
36193,14656.035
36194,4517.087
36195,3679.1675
36196,15889.299
36197,9455.021
36198,2577.272
36199,6990.38
36200,4377.55
36201,4122.6787
36202,13424.514
36203,5360.1235
36204,11106.055
36205,6822.5654
36206,5966.699
36207,5794.5063
36208,4000.7986
36209,4115.866
36210,3625.6284
36211,17384.76
36212,5149.4727
36213,6228.9297
36214,148.22473
36215,3308.9617
36216,2975.446
36217,8133.7744
36218,1343.5995
36219,7022.571
36220,2836.7302
36221,4965.0
36222,361.31836
36223,903.5762
36224,8173.949
36225,238.23792
36226,1343.7264
36227,7646.9014
36228,13474.837
36229,5115.3716
36230,6955.961
36231,871.8257
36232,6940.884
36233,671.10266
36234,5264.0605
36235,6441.2705
36236,2695.1782
36237,114.39985
36238,249.6796
36239,5817.511
36240,3758.516
36241,5980.3877
36242,11457.502
36243,5513.5503
36244,46.570095
36245,5058.1777
36246,3002.981
36247,7711.7446
36248,6248.802
36249,2100.2783
36250,12726.912
36251,5605.3413
36252,4862.925
36253,12523.422
36254,2739.726
36255,3642.92
36256,2226.696
36257,17966.65
36258,4979.076
36259,12765.821
36260,1840.1758
36261,3100.2556
36262,2556.0432
36263,6389.6333
36264,20800.373
36265,11358.779
36266,16286.319
36267,1439.5234
36268,5677.9434
36269,13993.588
36270,11281.16
